ID,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Rank,TaxonName,Lineage
6058,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Alphaendornavirus,,Rhizoctonia cerealis alphaendornavirus 1,Species,Rhizoctonia cerealis alphaendornavirus 1,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus;Rhizoctonia cerealis alphaendornavirus 1
6059,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Alphaendornavirus,,Rhizoctonia solani alphaendornavirus 2,Species,Rhizoctonia solani alphaendornavirus 2,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus;Rhizoctonia solani alphaendornavirus 2
6060,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Alphaendornavirus,,Vicia faba alphaendornavirus,Species,Vicia faba alphaendornavirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus;Vicia faba alphaendornavirus
6061,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Alphaendornavirus,,Winged bean alphaendornavirus 1,Species,Winged bean alphaendornavirus 1,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus;Winged bean alphaendornavirus 1
6062,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Alphaendornavirus,,Yerba mate alphaendornavirus,Species,Yerba mate alphaendornavirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Alphaendornavirus;Yerba mate alphaendornavirus
6063,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Betaendornavirus,,,Genus,Betaendornavirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Betaendornavirus
6064,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Betaendornavirus,,Alternaria brassicicola betaendornavirus 1,Species,Alternaria brassicicola betaendornavirus 1,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Betaendornavirus;Alternaria brassicicola betaendornavirus 1
6065,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Betaendornavirus,,Botrytis cinerea betaendornavirus 1,Species,Botrytis cinerea betaendornavirus 1,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Betaendornavirus;Botrytis cinerea betaendornavirus 1
6066,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Betaendornavirus,,Gremmeniella abietina betaendornavirus 1,Species,Gremmeniella abietina betaendornavirus 1,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Betaendornavirus;Gremmeniella abietina betaendornavirus 1
6067,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Betaendornavirus,,Rosellinia necatrix betaendornavirus 1,Species,Rosellinia necatrix betaendornavirus 1,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Betaendornavirus;Rosellinia necatrix betaendornavirus 1
6068,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Betaendornavirus,,Sclerotinia minor betaendornavirus 1,Species,Sclerotinia minor betaendornavirus 1,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Betaendornavirus;Sclerotinia minor betaendornavirus 1
6069,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Betaendornavirus,,Sclerotinia sclerotiorum betaendornavirus 1,Species,Sclerotinia sclerotiorum betaendornavirus 1,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Betaendornavirus;Sclerotinia sclerotiorum betaendornavirus 1
6070,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Endornaviridae,,Betaendornavirus,,Tuber aestivum betaendornavirus,Species,Tuber aestivum betaendornavirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Endornaviridae;Betaendornavirus;Tuber aestivum betaendornavirus
6071,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,,,,Family,Kitaviridae,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae
6072,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Blunervirus,,,Genus,Blunervirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Blunervirus
6073,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Blunervirus,,Blueberry necrotic ring blotch virus,Species,Blueberry necrotic ring blotch virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Blunervirus;Blueberry necrotic ring blotch virus
6074,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Blunervirus,,Tea plant necrotic ring blotch virus,Species,Tea plant necrotic ring blotch virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Blunervirus;Tea plant necrotic ring blotch virus
6075,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Blunervirus,,Tomato fruit blotch virus,Species,Tomato fruit blotch virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Blunervirus;Tomato fruit blotch virus
6076,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Cilevirus,,,Genus,Cilevirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Cilevirus
6077,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Cilevirus,,Citrus leprosis virus C,Species,Citrus leprosis virus C,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Cilevirus;Citrus leprosis virus C
6078,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Cilevirus,,Citrus leprosis virus C2,Species,Citrus leprosis virus C2,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Cilevirus;Citrus leprosis virus C2
6079,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Cilevirus,,Passion fruit green spot virus,Species,Passion fruit green spot virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Cilevirus;Passion fruit green spot virus
6080,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Higrevirus,,,Genus,Higrevirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Higrevirus
6081,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Kitaviridae,,Higrevirus,,Hibiscus green spot virus 2,Species,Hibiscus green spot virus 2,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Higrevirus;Hibiscus green spot virus 2
6082,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Mayoviridae,,,,,Family,Mayoviridae,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Mayoviridae
6083,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Mayoviridae,,Idaeovirus,,,Genus,Idaeovirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Mayoviridae;Idaeovirus
6084,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Mayoviridae,,Idaeovirus,,Privet idaeovirus,Species,Privet idaeovirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Mayoviridae;Idaeovirus;Privet idaeovirus
6085,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Mayoviridae,,Idaeovirus,,Raspberry bushy dwarf virus,Species,Raspberry bushy dwarf virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Mayoviridae;Idaeovirus;Raspberry bushy dwarf virus
6086,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Mayoviridae,,Pteridovirus,,,Genus,Pteridovirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Mayoviridae;Pteridovirus
6087,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Mayoviridae,,Pteridovirus,,Japanese holly fern mottle pteridovirus,Species,Japanese holly fern mottle pteridovirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Mayoviridae;Pteridovirus;Japanese holly fern mottle pteridovirus
6088,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Mayoviridae,,Pteridovirus,,Maize associated pteridovirus,Species,Maize associated pteridovirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Mayoviridae;Pteridovirus;Maize associated pteridovirus
6089,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,,,,Family,Togaviridae,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae
6090,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,,Genus,Alphavirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus
6091,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Aura virus,Species,Aura virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Aura virus
6092,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Barmah Forest virus,Species,Barmah Forest virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Barmah Forest virus
6093,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Bebaru virus,Species,Bebaru virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Bebaru virus
6094,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Caaingua virus,Species,Caaingua virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Caaingua virus
6095,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Cabassou virus,Species,Cabassou virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Cabassou virus
6096,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Chikungunya virus,Species,Chikungunya virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Chikungunya virus
6097,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Eastern equine encephalitis virus,Species,Eastern equine encephalitis virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Eastern equine encephalitis virus
6098,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Eilat virus,Species,Eilat virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Eilat virus
6099,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Everglades virus,Species,Everglades virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Everglades virus
6100,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Fort Morgan virus,Species,Fort Morgan virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Fort Morgan virus
6101,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Getah virus,Species,Getah virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Getah virus
6102,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Highlands J virus,Species,Highlands J virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Highlands J virus
6103,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Madariaga virus,Species,Madariaga virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Madariaga virus
6104,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Mayaro virus,Species,Mayaro virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Mayaro virus
6105,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Middelburg virus,Species,Middelburg virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Middelburg virus
6106,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Mosso das Pedras virus,Species,Mosso das Pedras virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Mosso das Pedras virus
6107,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Mucambo virus,Species,Mucambo virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Mucambo virus
6108,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Ndumu virus,Species,Ndumu virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Ndumu virus
6109,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Onyong-nyong virus,Species,Onyong-nyong virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Onyong-nyong virus
6110,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Pixuna virus,Species,Pixuna virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Pixuna virus
6111,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Rio Negro virus,Species,Rio Negro virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Rio Negro virus
6112,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Ross River virus,Species,Ross River virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Ross River virus
6113,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Salmon pancreas disease virus,Species,Salmon pancreas disease virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Salmon pancreas disease virus
6114,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Semliki Forest virus,Species,Semliki Forest virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Semliki Forest virus
6115,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Sindbis virus,Species,Sindbis virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Sindbis virus
6116,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Southern elephant seal virus,Species,Southern elephant seal virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Southern elephant seal virus
6117,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Tonate virus,Species,Tonate virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Tonate virus
6118,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Trocara virus,Species,Trocara virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Trocara virus
6119,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Una virus,Species,Una virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Una virus
6120,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Venezuelan equine encephalitis virus,Species,Venezuelan equine encephalitis virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Venezuelan equine encephalitis virus
6121,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Western equine encephalitis virus,Species,Western equine encephalitis virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Western equine encephalitis virus
6122,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Togaviridae,,Alphavirus,,Whataroa virus,Species,Whataroa virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Whataroa virus
6123,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,,,,Family,Virgaviridae,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae
6124,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,,Genus,Furovirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Furovirus
6125,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Chinese wheat mosaic virus,Species,Chinese wheat mosaic virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Furovirus;Chinese wheat mosaic virus
6126,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Japanese soil-borne wheat mosaic virus,Species,Japanese soil-borne wheat mosaic virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Furovirus;Japanese soil-borne wheat mosaic virus
6127,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Oat golden stripe virus,Species,Oat golden stripe virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Furovirus;Oat golden stripe virus
6128,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Soil-borne cereal mosaic virus,Species,Soil-borne cereal mosaic virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Furovirus;Soil-borne cereal mosaic virus
6129,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Soil-borne wheat mosaic virus,Species,Soil-borne wheat mosaic virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Furovirus;Soil-borne wheat mosaic virus
6130,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Furovirus,,Sorghum chlorotic spot virus,Species,Sorghum chlorotic spot virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Furovirus;Sorghum chlorotic spot virus
6131,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Goravirus,,,Genus,Goravirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Goravirus
6132,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Goravirus,,Drakaea virus A,Species,Drakaea virus A,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Goravirus;Drakaea virus A
6133,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Goravirus,,Gentian ovary ringspot virus,Species,Gentian ovary ringspot virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Goravirus;Gentian ovary ringspot virus
6134,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Hordeivirus,,,Genus,Hordeivirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Hordeivirus
6135,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Hordeivirus,,Anthoxanthum latent blanching virus,Species,Anthoxanthum latent blanching virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Hordeivirus;Anthoxanthum latent blanching virus
6136,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Hordeivirus,,Barley stripe mosaic virus,Species,Barley stripe mosaic virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Hordeivirus;Barley stripe mosaic virus
6137,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Hordeivirus,,Lychnis ringspot virus,Species,Lychnis ringspot virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Hordeivirus;Lychnis ringspot virus
6138,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Hordeivirus,,Poa semilatent virus,Species,Poa semilatent virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Hordeivirus;Poa semilatent virus
6139,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pecluvirus,,,Genus,Pecluvirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Pecluvirus
6140,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pecluvirus,,Indian peanut clump virus,Species,Indian peanut clump virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Pecluvirus;Indian peanut clump virus
6141,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pecluvirus,,Peanut clump virus,Species,Peanut clump virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Pecluvirus;Peanut clump virus
6142,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,,Genus,Pomovirus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Pomovirus
6143,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Beet soil-borne virus,Species,Beet soil-borne virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Pomovirus;Beet soil-borne virus
6144,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Beet virus Q,Species,Beet virus Q,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Pomovirus;Beet virus Q
6145,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Broad bean necrosis virus,Species,Broad bean necrosis virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Pomovirus;Broad bean necrosis virus
6146,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Colombian potato soil-borne virus,Species,Colombian potato soil-borne virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Pomovirus;Colombian potato soil-borne virus
6147,Riboviria,,Orthornavirae,,Kitrinoviricota,,Alsuviricetes,,Martellivirales,,Virgaviridae,,Pomovirus,,Potato mop-top virus,Species,Potato mop-top virus,Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;Pomovirus;Potato mop-top virus
